pathway	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep1_10dM1	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep10_10dM10	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep2_10dM2	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep3_10dM3	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep4_10dM4	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep5_10dM5	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep6_10dM6	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep7_10dM7	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep8_10dM8	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep9_10dM9	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep1_30dM1	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep10_30dM10	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep2_30dM2	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep3_30dM3	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep4_30dM4	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep5_30dM5	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep6_30dM6	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep7_30dM7	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep8_30dM8	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep9_30dM9	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep1_10dM11	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep10_10dM20	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep2_10dM12	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep3_10dM13	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep4_10dM14	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep5_10dM15	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep6_10dM16	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep7_10dM17	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep8_10dM18	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep9_10dM19	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep1_30dM11	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep10_30dM20	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep2_30dM12	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep3_30dM13	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep4_30dM14	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep5_30dM15	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep6_30dM16	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep7_30dM17	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep8_30dM18	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep9_30dM19	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep1_10dM31	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep10_10dM40	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep2_10dM32	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep3_10dM33	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep4_10dM34	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep5_10dM35	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep6_10dM36	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep7_10dM37	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep8_10dM38	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep9_10dM39	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep1_30dM31	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep10_30dM40	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep2_30dM32	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep3_30dM33	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep4_30dM34	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep5_30dM35	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep6_30dM36	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep7_30dM37	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep8_30dM38	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep9_30dM39	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep1_10dM21	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep10_10dM30	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep2_10dM22	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep3_10dM23	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep4_10dM24	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep5_10dM25	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep6_10dM26	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep7_10dM27	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep8_10dM28	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep9_10dM29	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep1_30dM21	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep10_30dM30	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep2_30dM22	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep3_30dM23	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep4_30dM24	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep5_30dM25	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep6_30dM26	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep7_30dM27	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep8_30dM28	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep9_30dM29
PWY-7791	88077.91806960583	91103.23644018573	98577.21331447562	92793.26018085725	82852.97853355612	104336.17118975567	88494.54485096742	94518.30723681532	100956.37307242052	103078.62134667684	102292.76211246704	106787.98484270851	105995.0609587591	95259.38320469484	87473.41622638528	119562.9533854436	115075.92965877474	120580.39319091181	109032.5967354507	113749.37150484862	99974.8314158426	113637.54584804381	80414.02889850855	109332.49697021983	98370.14869826917	105912.822057742	89243.8538196639	128637.74356783935	103550.08163261854	97151.26782487343	89310.22529020335	80428.4772329695	108508.98456322016	103222.86203660042	105679.07303705353	93606.89169567691	116247.84912360572	104142.2720798564	111904.85945940448	102758.26363598573	93974.64348535534	91772.80341443377	104261.30346429041	87631.4365974642	86114.56606526274	99626.00925622003	73172.07371571868	126456.5464299214	105065.00055930411	111405.19540056205	205520.9378541261	79525.52082064582	118991.21893148067	110089.25434993966	106086.73626797582	108786.28623110133	104997.00626642154	94834.76441623675	93661.37944598538	95585.1935658169	88932.07798590757	79886.18960363744	102646.69925526807	95149.01885630727	72161.14433251854	109484.87941025791	125335.18653960923	86804.30750086225	69716.74344941427	86863.8624060535	136442.6608985117	94495.65151407207	129883.23260146455	108619.36857248642	112912.39837337851	119044.87234035744	10063.584994766408	124025.01231823584	102376.42228948159	120212.3733061133
PWY-7805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.994719411413599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5088894630983205	0.0	11.468777830942258	0.0	0.0	0.0	0.0	0.0	49.889482486289175	0.0	9.483937927310889	1.5182409084463122	0.0	0.0	0.0	5.989649702725673	0.0	0.0	0.0	4.476147664835995	15.95466910120085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.74628492703773	0.0	151.52606176783107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7807	139.849678695156	133.3887239459357	47.370424422754105	55.97685295838221	0.0	579.3290462375177	1227.2065712013498	1653.0511593377385	458.3258584700985	71.0443781917242	167.66787811850875	159.18424641175835	251.39276935509227	156.9217172669504	178.27709328959477	1749.0115021017032	1972.620101396618	852.320007171127	3973.312711715264	674.8829020816664	3484.9763994100567	1569.3434669547748	846.0057664844367	906.8107748221724	83.95086075084882	856.1092834842864	111.88499873782703	2597.3159761491775	3400.183143687118	1524.6452121833483	797.5997996289551	910.0745402613777	320.33014669587897	144.14936496409476	2115.723430215654	1510.0079577845001	2952.3396420179615	1578.0173644297342	3179.3742449012075	3447.6448479886203	2878.38331693715	1203.4581039495893	2487.5133041752288	1137.033086010255	1642.3556385327465	2676.693571892002	4941.767130132491	3109.876892071637	1860.3152987383062	2090.966443714231	2785.8554983926447	2223.7867157129203	2498.8201301184276	2995.8184560860177	2050.4243665219674	2376.6723443373717	3438.040258088276	2366.1341509493805	1400.9365660015528	589.6397781063591	137.71177268608346	98.98798739896178	240.84771110393334	234.31801897002984	249.17531708371845	240.86701672712087	185.04307519873112	294.2789667940686	156.50644830643003	0.0	2162.79183114153	148.41687647239044	5543.224438674916	378.0319330123834	1693.9134434435664	1118.8252467232112	142.85645544037178	1026.3366826439747	90.38679262376297	251.63025176511482
PWY-7820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.598844248112806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7851	64740.447542906426	66196.25868765234	75731.08546021004	66961.10180059586	59981.358259385954	72247.02084072439	64101.06059078113	68071.04335551268	66057.47674017234	77914.90707625197	60903.174125025034	70820.67138512072	71184.50995070238	60863.30100683712	55892.87303707086	86292.19321140253	83329.64982736098	77193.5693317124	79437.55820409575	70340.48737425033	75670.3548614385	85775.9397874454	50250.75866614758	65447.18637382845	73942.319928968	74828.59524110619	63777.36770139565	104266.2392090139	72861.10039275578	70723.0237834528	51182.79912344194	55385.79770277944	80839.98430739557	75719.24319200002	78583.4045435669	48479.68052190207	83879.39765089427	70772.09546683895	84725.46103581713	74941.44883425016	67878.26192310246	57085.96632948393	73258.11370281636	65716.91647647042	61634.498635398166	70667.1851012086	53760.227967039784	89615.23582488537	69183.24578462567	78226.33852883567	160072.55906900935	53478.18113162901	87384.88610447629	79844.36510295753	78312.91707014438	75617.01018995632	72380.21215294392	61111.62591791575	70792.24927192902	64181.638654536844	68874.95883477454	62438.25309709467	75294.56234514042	65465.91702311554	40347.810806980706	80099.99617168754	94242.57044360825	59853.238539516235	54488.834754799514	65652.8086628148	99987.58762351806	61636.981116092815	92520.83088130149	71783.04622315228	80073.33873138764	84546.21479656406	7407.324949059593	97707.42773327016	70090.27795313881	87786.85245397025
PWY-7873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.063604240282686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.063604240282686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7883	24884.39242400124	3397.2310663854605	36612.4005902972	26798.182646478228	20841.78935427396	12872.63752360397	14377.711873217877	7469.379841230561	18090.88001007462	7458.012130510062	653.9134801157121	3950.84196509947	5172.4949877686595	214.5477809025731	260.8502751141769	17863.240735271032	6714.178382711928	5037.176472370517	22058.17379221284	12478.088237981214	22393.335043433384	372.06408945860466	103.92420765970469	321.271538710665	3715.906007437298	4216.84717809991	8570.117055685152	3202.820111866511	3660.6835057169424	6427.580467242606	1655.4922726195007	7606.353444672405	27151.93170181934	1503.5286981695529	36953.931536663906	2823.049174532559	1868.2763439129649	10842.663099412695	35041.82317862987	15697.554688689554	1339.4503693628355	1357.2126769373515	6221.954599502156	637.3501311358601	1254.8473861660034	1911.0532770681555	68.96680677108975	783.9035526429276	916.9733411604662	291.6097689508291	2508.095853342437	11738.450990990657	1114.480799960718	4663.590954185444	2050.21347968223	2523.337969762719	203.7824221365134	2556.466768851765	386.278353645787	108.44165668011516	15962.848418933287	22290.54498676785	21866.158741164596	4563.23088377856	3177.6103146588903	1858.4026472234657	3465.866201886668	1511.0469285763152	18586.28626415675	10253.223845000837	4462.457796249524	575.6655511207396	1126.2180376807237	12015.277894052959	668.233855415031	462.17155167961437	106.49803448891062	416.4456404226569	2197.283150332042	1244.8229492478354
PWY-7902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.99920500823012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7913	137.3373180349704	89.06266633985445	118.9709639200858	123.93742289156394	123.35305173753159	149.5657054138185	27.417385275742664	65.28864928723556	78.49913060262028	0.0	476.65725294044796	98.20329701796511	152.01057858349668	269.17793882483727	121.0500824449059	282.15528032048036	70.95270623409819	151.37589619992076	0.0	65.41548991263399	70.84432172779626	150.54232343095012	194.17181962703265	259.4238395842378	0.0	54.790499403181485	62.39353231914507	102.87787562313538	452.50697066980433	145.6650602053535	175.34846344382166	801.7878252447235	293.2725169657234	0.0	49.92890442215746	642.999195715951	363.68685961314753	652.6263108529351	407.73474649954727	280.5342001739462	141.6234807341313	302.22511385852465	141.43728510261937	154.56804031524345	146.8481262343246	162.36219648059108	163.4094819204315	145.09223652238146	216.26573501488008	257.70345038915883	67.50982817503991	89.62825492817356	121.29256117622164	47.73996962507221	118.46027030635904	190.0910655245341	153.7492060215698	179.28684312949758	75.77597529611387	47.391285971682976	0.0	142.6294497381417	0.0	0.0	0.0	0.0	0.0	0.0	83.646388642285	254.5297580270212	57.68895522633809	219.45054815143408	99.21990901074669	0.0	36.745071296022196	34.80544013118744	0.0	47.729730136728264	580.3383039551426	209.8886552320604
PWY-7953	78974.05917619268	90175.30186004179	84629.15739775106	82915.77795444576	78575.37871361384	99624.83887410413	84228.04192487456	89584.69138348573	92514.80217901847	102072.22770880893	92399.92117327431	100147.25264464547	97594.59416252996	86582.49621338579	78642.71788347622	111680.98425438175	109376.89693214149	111977.52514903234	101476.0967245755	104265.92146848462	92584.73532055486	109175.59163155669	75290.93877267245	102837.7593114633	94721.06906849556	102788.5870240316	80452.958094113	126442.75153483443	97456.61258087281	91037.45676845791	83242.75635803065	71121.63384080015	97910.95778287582	98035.65373917882	92811.12940801345	89399.31825068848	110620.09180575996	91878.62864955959	98080.49765276736	93728.90245064771	91516.45356468717	89076.01171707657	96882.27184947595	86755.51643367026	83604.14600309584	95502.6601245217	71824.88431646788	119383.13210473995	100811.8072193716	105458.15285484193	200441.42054777252	76216.47099481738	111452.07868611201	103397.46210224369	102740.24812678217	102248.64577713478	98074.16183331198	89935.11553202751	93097.83213837568	90586.26800408139	83607.45369641857	71982.1755690372	94981.25720068639	93659.44290781072	71039.95833989089	108670.30400424833	121784.80845443213	86743.29054910076	63604.105446188245	81578.41305534856	127391.20018271869	87887.97090535086	118794.85668044933	102373.02535719657	105991.47580231316	111432.14677956501	9725.831009999541	122135.9629096931	94011.70377333487	116979.80782885496
PWY-7977	80138.82503895539	84540.18872568209	88302.12986599455	84198.67783578797	74233.12437004046	100330.51958898589	86390.79414693434	88019.21878004693	95857.37890999591	99645.74778741956	88388.01365369072	97832.67523343484	93072.96484211333	82501.95350091187	74146.40959274495	113451.12420413755	108735.0488000195	110252.73554882864	100218.52169279355	105043.80025460715	91239.90334952514	101905.19921571016	73081.07826260319	99365.923926465	90655.96769815909	99647.7295648143	78918.76262764013	119404.55427011999	93933.36128586302	86699.23747103271	81792.04026785356	68385.40754544402	100030.77772191977	93581.86458754807	95736.79458311807	87502.0391017107	107392.17610756267	88871.91582927306	101967.61929218133	92800.36912910809	88483.87015629587	86392.60784449776	90174.16982739294	83101.56669372779	81552.1220808528	93212.65731519899	67579.99204588101	115329.97299267647	95504.0990455002	99945.03716370273	195926.12569862025	74245.92080711568	106469.72600263692	99530.66470956875	99546.39220775178	97748.9653060125	91687.74517174171	85090.21277726	85683.29416416366	86568.74173700187	81894.84428810437	75227.6061002753	93986.70522451901	88108.45931137177	68541.66496084697	101986.33524197433	114988.47473868128	82026.87885238578	64280.04458878902	80617.51233953203	122023.12278224109	85354.8112573418	114529.912938587	102155.64132631294	101093.83801294869	106474.02491118915	9166.949134317745	114938.76853796256	90806.45092533928	111670.95165659137
PWY-7992	70.49401423580628	90.27040428818667	66.97110249357974	101.44964498041038	178.96503801124555	106.20690645283882	83.64746141755265	141.95086712739263	298.17065917953545	39.428608854826564	170.6820462256402	129.2123681225757	141.66288969050504	136.82623690706424	115.42412107681852	168.41358342459964	116.2111553096124	189.58297098690284	86.80624861171037	188.89767535240227	121.366936164236	57.17639851327336	99.66914481973946	119.34202746953311	59.24107078329691	52.78900764713467	60.17020766704848	76.26254101654372	122.26640898493557	81.98191812019869	78.66448002247549	80.88750037386289	170.351703123385	74.56541479666835	103.75147161469158	121.35240055342699	123.67482556510629	140.02472076688272	94.1019162993347	84.51642744977671	98.07871824746054	100.02059978680792	90.12179851976852	140.53327030071682	105.49727701596123	78.69536677840986	41.736664262240716	78.59717030833392	103.61157178862575	76.00050279633732	98.60729325704426	218.52218848187965	53.513375063284556	136.9586094719436	113.49028705890653	94.51560323935692	96.85845030149254	80.97540430430733	47.52423359241166	54.610239799225326	94.55318955184231	39.35823086843333	82.56892892216221	110.63361327301128	100.99000217836017	89.96383675085502	106.15471224104597	122.85403326172735	43.29950738113057	55.264683190212324	218.77784736067443	93.90588482509234	60.33829055824369	117.8305808815027	52.59126870809858	66.72371702965071	0.0	59.10243594413863	82.1144673714191	65.48638271894117
PWY-8004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4983472109848677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.398434490600304	0.0	14.393918730695507	0.0	0.0	0.0	0.0	0.0	62.97501303329625	0.0	11.894321494014427	1.899582620938429	0.0	0.0	0.0	7.4953514441009155	0.0	0.0	0.0	5.597729323364855	19.97224014142948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220.52013939393223	0.0	195.42229106720652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-801	78.30113533345964	124.5938366963747	76.65592511723212	121.47989225106481	129.37945366520964	54.63082336343733	112.26569984458509	72.91809620137357	122.81710004634984	118.19420084691214	139.42474137392546	219.44788149126134	104.59750827324088	98.23865074880867	83.17909655510473	190.5161275134629	108.4604787918552	261.63060078574125	296.55882016701446	109.72646952700359	255.62648666210399	97.19604829887987	120.44170759495806	179.559051287816	64.84745818194723	123.33134156378256	94.58755410927009	143.1232535780317	162.7891838683117	130.31548075934347	131.15001852964403	113.82924923303557	170.48777648608637	119.32139072976257	111.38493571303479	192.34270009948713	174.040318933099	70.86488944622963	71.29320841109308	72.22978841318739	127.01635145749876	176.54431513847945	162.31681190621435	75.04993310787378	107.58587820166684	119.62062090006927	47.14293016202954	97.40729166560894	164.91311421264925	94.05297783021219	111.6102522928859	212.21956580417435	145.4983445037939	110.29667685377174	151.55242404729958	76.2738065130685	109.72967598520714	106.70772039281819	153.68482756675158	68.6546197974357	75.3457010692008	135.94401688587757	83.3327723634538	150.1424629629818	35.67842807404121	150.59866785290868	197.7248314828531	167.18729348846864	142.82124705998453	128.7123869440571	145.72488707367359	130.27101754632136	125.91678955582165	149.4444606878002	79.89115076315046	83.45450684422222	0.0	77.2573082552856	110.02308070985288	359.2512739469217
PWY-8011	2543.8870969148775	1886.5759401635767	1291.2575406379467	532.5863361732656	714.1108833144298	4524.0459019123155	2730.606961127434	4465.7193215949355	5656.182490115217	1771.706137015063	4068.883332241363	1828.2709694448727	2413.340660556831	2673.135541499397	3543.5373056379417	3604.723945181638	4250.552161955128	4896.13961665383	2964.4335554805716	1865.588899775305	2674.2424260623693	2753.9075428825386	2195.6167224802853	2552.7000423549343	1692.3370811151021	1401.9289453499325	2433.6626677601457	1874.4166115061666	4079.16757715345	2548.1928229822042	1964.32798039667	2016.6948109562384	996.2262557592586	1225.4803682197823	1872.68920323781	2885.2061928219564	3474.5685802478597	2443.26254092086	3005.7158959475346	3847.0423526454697	4496.084555074336	2389.6192561781895	2017.6945042074576	2267.8293130701672	2834.9042005284036	3754.012609142217	3475.591669100217	3643.639511924277	4833.640019431933	4353.359720945571	5925.3747082607415	3386.4652193718166	4266.886830979085	5109.270426501202	3048.815300402682	3199.523550973205	3507.019739334894	3451.155199565473	3168.93	2664.863850690388	1927.979878260688	488.9036123348018	3967.049628965569	2671.3324180387613	1283.896539625165	1392.9636334539925	927.7663314113429	1554.5311882904082	856.5943650998603	1478.0215598806053	3203.5192327384893	1469.111162514517	3973.523742180792	6674.884563485386	1387.0868480745996	1235.3254275515724	75.29281893814634	1124.4908873632392	1546.8019679569195	2628.78501207168
PWY-8020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.063604240282686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2401516529599326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1144730410798696	0.0	4.799908466778114	0.0	0.0	0.0	0.0	0.0	21.030976383252415	0.0	5.826868265526822	0.9376082108550405	0.0	0.0	0.0	3.699043049270583	0.0	0.0	0.0	2.7389133965561423	9.857785641498513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.67246428059451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-8073	40306.86468377324	33006.3620396492	55331.339575108526	41887.338957866355	31486.272872025882	44494.18673379456	26935.04570818503	38240.787115810126	34404.8826099345	49556.71480245727	6494.60991586535	32719.12598280436	22244.027085246584	13925.23988694393	6231.45202897768	44821.809098320075	47516.744210227764	35768.16662879281	47394.9078995381	33070.808156382824	46811.67577260573	52706.41119100159	24288.306278307202	26708.53385906023	48844.55959382585	31814.66356921703	38517.59625664471	87727.35530200397	29159.8625950405	37176.39403045004	15573.026408484506	16345.00018915508	59270.61612461697	47175.27816063	51852.15693443273	13904.864899037275	47245.292047130046	22484.605959808527	55830.07715349795	40789.35298505893	33992.17634808283	18842.005749042226	35619.03626171942	29660.33062588415	23352.27377683142	32530.87882072356	30738.549334105905	70291.13783120603	31758.650819773316	46084.95723101742	116191.04635473301	18675.966033392193	47838.71537353673	40300.659410912376	47645.97365208603	36897.65038026924	40467.385253996	29935.213181601575	48143.555140541226	34295.42458559617	51044.09964618584	29468.69443513291	45550.32541495875	28521.164541928174	19451.814977863265	46835.08016331359	60441.606809932906	24414.702462524216	26634.638681246666	22820.90347025797	64894.60135651368	27064.041000206955	58016.33015444033	33226.44406886594	58724.2441859375	56926.530144775985	4883.427746030034	85512.31408323362	24266.57058458537	55197.73022332045
PWY-8131	0.0	0.0	0.0	0.0	0.0	33.31948425833879	0.0	17.33434430038664	60.92681622661942	0.0	23.99452586771041	0.0	0.0	0.0	0.0	31.983298320095226	19.992033196122062	33.98450214344622	23.33253000741821	1.7599605409750614	0.0	5.759356600780321	0.0	0.0	0.0	0.0	0.0	25.20917737319918	22.65265348192617	4.759653823646643	0.7599908128760151	0.0	11.997139086454192	0.0	27.647157954424205	0.0	0.0	26.652387235906094	20.892174414473477	23.992094477426054	14.655852283106901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.652959318052858	0.0	0.0	26.64740916258996	0.0	0.0	0.0	0.0	0.0	25.323888596138772	0.0	0.0	0.0	0.0	0.0	0.0	33.310902530284956	0.0	0.0	0.0	72.74346090709493	0.0	79.05499863973075	0.0	0.0	0.0	0.0	16.655992371645517	0.0	0.0	0.0	0.0
